kind,value,entity,reason,added_by,added_at,source_url
domain,bowenislandmunicipality.ca,Bowen Island Municipality,Metro Vancouver member jurisdiction. Verified 2026-08-06 - title 'Home - Bowen Island Municipality',fm/enactus-qualification dig+curl,2026-08-06,https://metrovancouver.org/about-us/member-jurisdictions
domain,anmore.com,Village of Anmore,Metro Vancouver member jurisdiction. Verified 2026-08-06 - title 'Village of Anmore',fm/enactus-qualification dig+curl,2026-08-06,https://metrovancouver.org/about-us/member-jurisdictions
domain,belcarra.ca,Village of Belcarra,Metro Vancouver member jurisdiction. Verified 2026-08-06 - title 'Village of Belcarra',fm/enactus-qualification dig+curl,2026-08-06,https://metrovancouver.org/about-us/member-jurisdictions
domain,lionsbay.ca,Village of Lions Bay,Metro Vancouver member jurisdiction. Verified 2026-08-06 - title 'Homepage | The Village of Lions Bay',fm/enactus-qualification dig+curl,2026-08-06,https://metrovancouver.org/about-us/member-jurisdictions
domain,tsawwassenfirstnation.com,Tsawwassen First Nation,Metro Vancouver member jurisdiction - treaty First Nation. Verified 2026-08-06,fm/enactus-qualification dig+curl,2026-08-06,https://metrovancouver.org/about-us/member-jurisdictions
domain,vpl.ca,Vancouver Public Library,Regional library and a real Enactus SFU venue partner - CHANNEL never a kill. DNS-verified 2026-08-06; title blocked by a Cloudflare challenge,fm/enactus-qualification dig+curl,2026-08-06,https://metrovancouver.org/about-us/member-jurisdictions
domain,bpl.bc.ca,Burnaby Public Library,Regional library and a real Enactus SFU venue partner - CHANNEL never a kill. Verified 2026-08-06 - title 'Homepage - Burnaby Public Library',fm/enactus-qualification dig+curl,2026-08-06,https://www.bpl.bc.ca/
domain,surreylibraries.ca,Surrey Libraries,Regional library and a real Enactus SFU venue partner - CHANNEL never a kill. Verified 2026-08-06 - title 'Home | Surrey Libraries',fm/enactus-qualification dig+curl,2026-08-06,https://www.surreylibraries.ca/
domain,nvcl.ca,North Vancouver City Library,Regional library. Verified 2026-08-06 - title 'Home Page | North Vancouver City Library',fm/enactus-qualification dig+curl,2026-08-06,https://www.nvcl.ca/
domain,vch.ca,Vancouver Coastal Health,Regional health authority. DNS-verified 2026-08-06; title check returned a CDN error page,fm/enactus-qualification dig+curl,2026-08-06,https://www.vch.ca/
domain,fraserhealth.ca,Fraser Health,Regional health authority. Verified 2026-08-06 - title 'Home - Fraser Health',fm/enactus-qualification dig+curl,2026-08-06,https://www.fraserhealth.ca/
domain,innovatebc.ca,Innovate BC,Provincial Crown agency. Sits in the club's own seed data - correctly rerouted to grants_pipeline rather than discarded. Verified 2026-08-06,enactus-disqualifiers/report.md 3.1,2026-08-06,https://www.innovatebc.ca/
